Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_mbio_H37Rv,A.J_vs_mbio_H37Rv,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_mbio_H37Rv,CC002.Unc_vs_mbio_H37Rv,CC003.Unc_vs_mbio_H37Rv,CC004.TauUnc_vs_mbio_H37Rv,CC005.TauUnc_vs_mbio_H37Rv,CC006.TauUnc_vs_mbio_H37Rv,CC007.Unc_vs_mbio_H37Rv,CC008.GeniUnc_vs_mbio_H37Rv,CC009.Unc_vs_mbio_H37Rv,CC010.GeniUnc_vs_mbio_H37Rv,CC011.Unc_vs_mbio_H37Rv,CC012.GeniUnc_vs_mbio_H37Rv,CC013.GeniUnc_vs_mbio_H37Rv,CC015.Unc_vs_mbio_H37Rv,CC016.GeniUnc_vs_mbio_H37Rv,CC017.Unc_vs_mbio_H37Rv,CC018.Unc_vs_mbio_H37Rv,CC019.TauUnc_vs_mbio_H37Rv,CC021.Unc_vs_mbio_H37Rv,CC022.GeniUnc_vs_mbio_H37Rv,CC023.GeniUnc_vs_mbio_H37Rv,CC024.GeniUnc_vs_mbio_H37Rv,CC025.GeniUnc_vs_mbio_H37Rv,CC027.GeniUnc_vs_mbio_H37Rv,CC028.GeniUnc_vs_mbio_H37Rv,CC030.GeniUnc_vs_mbio_H37Rv,CC031.GeniUnc_vs_mbio_H37Rv,CC032.GeniUnc_vs_mbio_H37Rv,CC033.GeniUnc_vs_mbio_H37Rv,CC034.Unc_vs_mbio_H37Rv,CC035.Unc_vs_mbio_H37Rv,CC037.TauUnc_vs_mbio_H37Rv,CC038.GeniUnc_vs_mbio_H37Rv,CC039.Unc_vs_mbio_H37Rv,CC040.TauUnc_vs_mbio_H37Rv,CC041.TauUnc_vs_mbio_H37Rv,CC042.GeniUnc_vs_mbio_H37Rv,CC043.GeniUnc_vs_mbio_H37Rv,CC044.Unc_vs_mbio_H37Rv,CC045.GeniUnc_vs_mbio_H37Rv,CC046.Unc_vs_mbio_H37Rv,CC047.Unc_vs_mbio_H37Rv,CC051.TauUnc_vs_mbio_H37Rv,CC056.GeniUnc_vs_mbio_H37Rv,CC057.Unc_vs_mbio_H37Rv,CC059.TauUnc_vs_mbio_H37Rv,CC061.GeniUnc_vs_mbio_H37Rv,CC065.Unc_vs_mbio_H37Rv,Cast.EiJ_vs_mbio_H37Rv,IFNG_vs_mbio_H37Rv,NOD.ShiLtJ_vs_mbio_H37Rv,NOS_vs_mbio_H37Rv,NZO.H1LtJ_vs_mbio_H37Rv,PWK.PhJ_vs_mbio_H37Rv,Phox_vs_mbio_H37Rv,Rag_vs_mbio_H37Rv,Wsb.Eij_vs_mbio_H37Rv,in_vitro_vs_mbio_H37Rv
Rv0019c,1.0,1.0,1.0,0.02064,1.0,1.0,1.0,1.0,0.05542,0.64125,1.0,1.0,1.0,0.88036,0.16369,0.74415,0.94374,1.0,0.97245,0.9183,1.0,1.0,1.0,0.65722,0.64286,1.0,0.0,1.0,1.0,0.16412,1.0,1.0,1.0,1.0,1.0,0.14397,0.39188,0.7805300000000001,1.0,0.0,0.08326,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.88408,0.08447,1.0,1.0,1.0,1.0,1.0,0.70506,0.84305,1.0,0.035,0.00387,0.2216699999999999,0.2606699999999999,0.0796,0.24954,0.30324,0.29888,0.28352,0.28967,0.30476,0.28903,0.24569,0.32026,0.62,0.29218,0.32697,0.27859,0.27265,0.53159,0.3089,0.29359,0.2545199999999999,0.25789,0.29819,0.30565,0.29074,0.30044,0.27739,0.23258,0.28711,0.47951,0.3115,0.28134,0.24293,0.26576,0.40101,0.2220599999999999,0.30828,0.28825,0.31699,0.29775,0.38989,0.22589,0.27968,0.24652,0.26147,0.27447,0.2972599999999999,0.3085,0.48552,0.33057,0.29356,0.27075,0.29518,0.23794,0.27205,0.59615,0.51751,0.29819,0.28205,0.2696699999999999,0.0
Rv0020c,1.0,1.0,1.0,0.50673,1.0,0.56108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42341,0.96894,1.0,0.80401,1.0,0.76048,1.0,1.0,0.98209,1.0,0.60931,1.0,1.0,0.22355,0.2560699999999999,1.0,0.3415,1.0,1.0,1.0,1.0,1.0,1.0,0.4881399999999999,0.98303,1.0,0.0,0.90713,1.0,1.0,1.0,1.0,1.0,0.03442,0.41752,0.0163099999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5718,0.73845,1.0,0.5521,1.0,1.0,1.0,1.0,0.50881,0.58824,0.16864,0.40465,0.35416,0.43811,0.45098,0.592,0.49072,0.31603,0.29819,0.59134,0.73122,0.74569,0.54097,0.35188,0.6037,0.6100399999999999,0.40325,0.5423899999999999,0.43246,0.54327,0.78114,0.56534,0.44093,0.4021,0.64205,0.92521,0.4946899999999999,0.97676,0.5034,0.5203899999999999,0.932,0.35531,0.4202399999999999,0.25572,0.54698,0.30614,0.4789,0.34191,0.36459,0.37378,0.67778,0.72948,0.34073,0.47788,0.34383,0.42571,1.0,0.38524,0.3594199999999999,0.68417,0.96382,0.33536,0.4326399999999999,0.93729,0.843,0.5927399999999999,0.67913,0.43995,0.15115
Rv0021c,1.0,1.0,1.0,1.0,1.0,0.81316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45851,0.97081,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.86479,1.0,0.8033600000000001,0.57067,1.0,0.4382399999999999,0.76269,1.0,1.0,1.0,1.0,1.0,0.98071,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,0.43268,1.0,0.8392200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91719,1.0,1.0,1.0,1.0,1.0,1.0,0.52769,0.7118,0.81782,0.59906,0.69172,0.5431199999999999,0.4671899999999999,0.59546,0.5595399999999999,0.55656,0.5344300000000001,0.49987,0.7389,0.78387,0.8083600000000001,0.76342,0.79491,1.0,0.6827300000000001,1.0,0.91288,0.7730100000000001,0.20568,0.4840899999999999,0.56206,0.786,0.49601,0.67088,0.89279,0.72225,0.77453,0.67538,0.36413,0.33323,0.80475,1.0,0.40506,0.72422,0.87013,0.60406,0.69692,0.7508100000000001,0.26103,0.8444299999999999,0.46634,0.6556,0.93556,0.47575,0.60313,0.96411,0.399,0.6762699999999999,0.49217,0.40959,0.58207,0.97008,0.8189,0.90451,0.98957,0.62488,0.794,0.28446
Rv0022c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96443,1.0,0.98693,1.0,1.0,1.0,0.9663,1.0,1.0,1.0,0.31953,0.22623,1.0,0.33383,0.57309,1.0,0.2182599999999999,0.57122,0.8002,1.0,1.0,1.0,1.0,0.4881399999999999,0.94597,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,0.61943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65161,1.0,1.0,1.0,1.0,0.4262399999999999,0.48367,0.8740399999999999,0.35633,0.90178,0.53568,0.94601,0.76626,0.76084,1.0,0.61012,0.12982,0.6240399999999999,0.80296,0.42906,0.32968,0.6219600000000001,0.91634,0.52908,0.5394100000000001,0.76647,0.33359,0.4458399999999999,0.81171,0.14812,0.69065,0.42585,0.39647,0.6527,1.0,0.80889,0.80675,0.73124,0.8204600000000001,0.79538,0.80078,0.8338399999999999,0.72224,0.59743,0.4633899999999999,1.0,0.81506,0.96777,0.32247,0.46087,0.665,0.4942899999999999,0.60182,0.8125600000000001,0.0315,0.48511,0.29417,1.0,0.28206,0.8484299999999999,0.66394,0.73048,0.78597,0.96613,0.56517,0.06947
Rv0023,1.0,1.0,1.0,0.5242899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63865,1.0,1.0,1.0,1.0,1.0,0.49525,0.7007399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50162,1.0,1.0,0.84634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,0.4205399999999999,0.87464,0.32744,0.4732399999999999,0.54303,0.5583100000000001,0.56412,0.52152,0.5493399999999999,0.45514,0.45305,0.57547,0.90537,0.5526300000000001,0.57938,0.46387,0.57096,0.79474,0.51976,0.52835,0.50644,0.46195,0.73749,0.55135,0.53358,0.53772,0.46336,0.43465,0.51181,0.73897,0.65462,0.52966,0.45183,0.482,0.66362,0.43277,0.57824,0.5566800000000001,0.56655,0.7611,0.5272,0.40059,0.464,0.46266,0.53522,0.4985,0.5241,0.56113,0.74024,0.4103,0.56121,0.50438,0.47938,0.40102,0.52069,0.59977,0.8413299999999999,0.53666,0.43922,0.53454,0.10184
Rv0024,1.0,1.0,1.0,1.0,1.0,0.57819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85349,1.0,0.67448,0.99321,1.0,1.0,0.98981,1.0,1.0,1.0,0.2149599999999999,0.32042,1.0,0.85557,0.81866,1.0,0.98334,0.56263,0.59772,1.0,1.0,1.0,1.0,0.50162,0.90535,1.0,0.81021,0.99829,1.0,1.0,1.0,0.81255,1.0,0.99235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6594399999999999,1.0,1.0,1.0,1.0,1.0,0.79115,0.76307,0.86746,0.91433,1.0,0.94455,1.0,0.6590699999999999,1.0,0.37675,1.0,1.0,1.0,0.99108,0.65489,1.0,0.98035,1.0,1.0,0.73983,0.77061,1.0,1.0,1.0,0.83411,1.0,0.9174,1.0,0.69497,1.0,1.0,0.90972,1.0,0.9373,0.99834,1.0,0.7165699999999999,0.96923,0.93652,0.83442,0.52458,1.0,0.6542600000000001,1.0,0.10446,1.0,1.0,0.90078,0.96068,0.99571,0.92249,0.95318,0.77358,0.83535,0.47407,1.0,0.60623,0.18573,0.60507,0.50325
Rv0025,1.0,1.0,1.0,1.0,1.0,0.8477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7819,0.97349,1.0,1.0,1.0,0.8628,0.87571,0.90723,0.6795899999999999,1.0,0.87513,0.62535,1.0,0.25808,0.62341,1.0,0.6023,1.0,1.0,1.0,1.0,1.0,0.69617,0.70665,1.0,1.0,1.0,0.80556,1.0,1.0,1.0,0.97527,1.0,0.53756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6905100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93968,1.0,0.6096699999999999,1.0,1.0,0.6496,1.0,1.0,0.8210200000000001,0.53503,1.0,0.99462,0.96361,0.8445799999999999,1.0,0.55433,1.0,0.61324,0.70194,0.9995,1.0,0.49954,0.67255,0.92367,1.0,1.0,0.8528,0.78817,1.0,1.0,0.85667,0.69172,1.0,0.37342,0.133,0.24829,1.0,1.0,1.0,1.0,0.8768799999999999,0.33946,1.0,0.97483,1.0,0.51845,0.6009399999999999,1.0,1.0,0.7924800000000001,1.0,0.79427,1.0,0.88202,1.0,1.0,0.84711,0.98954,0.99406,0.98044,0.68677
Rv0026,1.0,1.0,1.0,1.0,1.0,0.27708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364,0.98004,0.78728,0.89051,1.0,0.95225,0.99732,1.0,0.82901,1.0,0.97375,0.8948299999999999,1.0,0.06964,0.24958,1.0,0.93895,0.61553,1.0,0.33762,1.0,1.0,1.0,0.78361,1.0,1.0,0.9189,0.93928,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69313,1.0,1.0,1.0,1.0,0.8186399999999999,0.52015,0.37226,0.78137,0.93995,0.63561,0.97161,1.0,0.92635,0.98343,0.94751,0.73534,0.96657,0.63697,0.89235,0.21852,0.86906,0.77199,0.60234,0.6764600000000001,0.8976299999999999,0.90867,1.0,0.90822,0.76256,0.88834,0.34239,0.67661,0.6686300000000001,0.68316,0.6933699999999999,0.75918,0.22295,0.99975,0.40541,0.40386,0.8497899999999999,0.8276399999999999,0.91581,1.0,0.27082,0.64347,0.4119899999999999,0.44236,0.71405,1.0,0.2363,0.6212,1.0,0.27202,0.84324,0.8066399999999999,1.0,0.97349,0.95464,1.0,0.67082,0.52366,1.0,0.74344,0.19471
Rv0027,1.0,1.0,1.0,0.95681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75895,0.96582,1.0,0.85467,0.99662,1.0,1.0,1.0,0.57031,0.75841,1.0,0.85557,1.0,1.0,0.5965699999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.74769,0.99353,1.0,1.0,0.67077,1.0,1.0,1.0,0.39308,1.0,0.32188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58126,0.50155,0.7242,0.60956,0.47546,0.72301,0.49121,0.88897,0.84616,0.62847,0.46555,0.49987,0.8540200000000001,0.94999,0.8163199999999999,0.6155,0.70717,0.69981,0.56201,0.5846600000000001,0.91746,1.0,0.89161,0.6149399999999999,0.84959,0.59692,0.98877,1.0,0.7598199999999999,1.0,0.5090399999999999,1.0,0.53328,0.90447,0.71321,1.0,0.76613,0.97428,0.69702,0.8558,0.87446,0.78287,0.27485,0.46851,0.61924,1.0,0.66602,0.48263,0.5791,0.48552,0.94506,0.95747,0.58355,0.8953700000000001,0.36761,0.94141,0.4582699999999999,0.9827,0.58015,0.98714,0.84052,0.51263
Rv0028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6218100000000001,1.0,0.75527,1.0,1.0,1.0,0.9206,1.0,0.99003,1.0,0.10714,0.64286,1.0,0.94232,0.82004,1.0,1.0,0.99409,1.0,0.8779299999999999,1.0,1.0,1.0,0.31981,1.0,1.0,1.0,0.99829,0.84346,1.0,1.0,0.7161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2642,1.0,1.0,0.54577,1.0,0.82776,0.42202,0.45848,0.8222200000000001,0.75917,0.6157699999999999,0.57552,0.69627,0.72469,0.42171,0.68324,0.82342,1.0,0.97275,0.52372,1.0,0.7642899999999999,0.85216,0.8310299999999999,0.8045399999999999,0.68111,0.96036,0.74425,0.5614899999999999,0.8363799999999999,0.82024,0.69005,1.0,0.62466,0.48602,0.89559,0.74826,0.3879599999999999,0.98455,0.65977,0.39213,0.6419,1.0,0.82314,0.6583899999999999,0.78975,0.20181,0.8111,0.6935600000000001,0.5474600000000001,0.95324,0.51576,0.64044,1.0,0.22077,0.77095,0.80699,0.3855,1.0,0.73941,1.0,0.83189,1.0,0.40456,0.89144,0.2484199999999999
Rv0029,1.0,1.0,1.0,1.0,1.0,0.4259699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93004,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.93875,0.63057,1.0,0.69687,0.2433199999999999,0.34492,0.776,1.0,1.0,1.0,0.8173600000000001,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,1.0,1.0,0.93416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072,1.0,1.0,0.68405,1.0,1.0,1.0,1.0,0.5785100000000001,0.55255,1.0,1.0,1.0,1.0,1.0,0.8807299999999999,1.0,0.73349,0.31717,0.95652,1.0,0.96881,1.0,1.0,1.0,0.9975,0.95997,1.0,0.87226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87646,0.95285,0.85249,0.7951600000000001,0.93665,0.40101,0.62542,1.0,0.99201,0.96357,1.0,0.91127,1.0,1.0,0.97608,0.99764,1.0,0.96986,1.0,0.48552,0.38524,1.0,1.0,0.82742,1.0,1.0,1.0,1.0,0.98954,0.66405,0.95112,0.5596
Rv0030,1.0,1.0,1.0,1.0,1.0,0.51665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.98136,0.94015,0.8383799999999999,1.0,0.83593,0.87571,1.0,0.61358,1.0,0.5874199999999999,0.6420399999999999,1.0,1.0,0.5676100000000001,1.0,0.42186,0.6879,1.0,1.0,1.0,1.0,1.0,0.643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.798,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,0.76566,0.7721600000000001,0.59906,0.5654,0.68882,0.6953,0.84104,0.70534,0.8307700000000001,0.6763,0.60293,0.89146,0.86716,0.88256,0.63951,1.0,1.0,0.70854,0.80681,0.76239,0.86092,0.5189199999999999,0.61673,0.74741,0.7158800000000001,0.6303,0.87464,0.55774,0.72969,0.88428,0.89166,0.80675,0.8629600000000001,0.94351,0.47457,0.45191,0.76418,0.93139,0.77376,0.7388899999999999,0.96867,0.98882,0.44466,0.90452,0.91642,0.67566,1.0,1.0,1.0,0.98005,0.73968,0.62424,0.72988,0.66811,0.78673,0.82624,0.93215,1.0,0.71542,0.84052,0.78642
Rv0031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,1.0,0.94561,1.0,1.0,0.943,1.0,0.51805,1.0,0.3849,1.0,1.0,0.8279700000000001,1.0,1.0,0.79443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3897199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94158
Rv0032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647100000000001,0.46107,1.0,0.97545,1.0,1.0,0.94976,0.95263,0.95292,1.0,0.81789,0.4016099999999999,1.0,0.85557,0.5855,1.0,0.85182,0.31477,1.0,1.0,1.0,1.0,1.0,0.7109,1.0,1.0,0.91599,0.67077,1.0,1.0,1.0,1.0,1.0,0.74364,1.0,1.0,0.69928,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,1.0,0.4568899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99562,1.0,0.8974700000000001,1.0,0.97347,1.0,0.99483,1.0,1.0,0.93819,0.9646,0.67145,1.0,0.91943,1.0,0.9532,0.98873,0.9077,1.0,1.0,0.99151,0.97426,0.91045,1.0,0.88176,1.0,1.0,0.62708,1.0,1.0,0.98325,0.40144,0.90311,0.96818,0.93691,1.0,0.7621,0.96227,0.5945,0.798,0.76432,0.96731,0.90497,1.0,1.0,0.4334199999999999,1.0,0.95265,0.57502,1.0,1.0,0.894,1.0,0.96553,0.98642,1.0,0.79914
Rv0033,1.0,1.0,1.0,1.0,1.0,0.6964199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38955,0.74269,1.0,1.0,0.5574,0.95798,1.0,0.60511,1.0,0.98114,0.73418,1.0,0.7571399999999999,1.0,1.0,1.0,0.8877,0.91766,1.0,1.0,1.0,1.0,0.5301100000000001,1.0,1.0,0.98156,0.97625,1.0,0.68772,1.0,1.0,1.0,0.92105,1.0,1.0,0.80345,1.0,1.0,1.0,1.0,1.0,1.0,0.95558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8653700000000001,0.44437,0.6768,0.59865,0.75052,0.7119,0.592,0.5232399999999999,0.35636,0.41443,0.68245,1.0,0.49235,0.42678,0.65035,0.63853,0.53159,0.68393,0.4513,0.55788,0.74197,0.35314,0.60764,0.63679,0.63589,0.399,0.32905,0.49992,0.47951,0.8585200000000001,0.59227,0.43699,0.40125,0.66065,1.0,0.65835,1.0,0.50315,1.0,0.59613,0.69406,0.44398,0.25154,0.49313,0.62502,0.4925,0.7712100000000001,0.52763,0.91183,0.93767,0.4391,0.53415,0.88095,0.74783,1.0,0.56475,0.71517,0.70345,0.50132,0.08081
Rv0034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53405,0.98004,0.95168,0.94561,1.0,0.9266,0.79643,1.0,0.13493,1.0,0.58028,0.59737,1.0,0.8652,0.12475,1.0,0.8218,0.5057,1.0,0.1302,1.0,1.0,1.0,0.97957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6884600000000001,1.0,1.0,1.0,1.0,1.0,0.98571,0.79515,0.97789,0.9687,1.0,1.0,0.77066,0.99653,0.41436,1.0,1.0,0.98559,1.0,1.0,0.77976,1.0,0.9668,1.0,0.99614,1.0,0.55042,1.0,0.9904,0.95905,0.97986,0.24184,0.47723,0.8362200000000001,0.5265,1.0,0.94647,1.0,0.94436,0.54838,0.82511,0.96566,1.0,1.0,1.0,0.8116,0.41541,1.0,0.92581,1.0,0.6219100000000001,1.0,0.87154,0.6561600000000001,0.27219,1.0,1.0,1.0,1.0,0.9141,0.93605,1.0,1.0,0.99811,1.0,1.0
Rv0035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95575,0.94561,1.0,1.0,0.49053,0.6422899999999999,0.9205,1.0,0.8672799999999999,1.0,1.0,0.37773,0.80093,1.0,0.99219,0.7199300000000001,1.0,1.0,1.0,1.0,1.0,0.93145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80087,1.0,1.0,1.0,1.0,1.0,0.88471,1.0,0.99918,0.93995,0.93752,0.98353,0.99263,0.92635,1.0,0.53575,1.0,1.0,0.98644,1.0,0.84488,0.88846,0.92629,1.0,1.0,1.0,0.54993,1.0,0.96031,0.8952200000000001,1.0,0.9394,1.0,0.99808,0.83481,0.90743,1.0,0.91051,0.68128,1.0,0.71546,1.0,0.97888,0.8235600000000001,0.8825,0.7217600000000001,0.99013,0.51767,0.44031,0.76903,0.82145,0.57749,1.0,1.0,0.22882,0.97346,0.8729399999999999,0.32769,0.94044,0.6802699999999999,1.0,0.9367,0.9762,0.5118199999999999,0.90836,0.6579699999999999
Rv0036c,1.0,1.0,1.0,0.50907,1.0,0.4732399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26805,1.0,0.88321,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.6158600000000001,0.6317699999999999,1.0,0.42978,0.12862,1.0,0.91061,0.45995,0.59291,1.0,1.0,1.0,1.0,0.12264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75756,1.0,0.81053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93692,1.0,1.0,0.54496,1.0,1.0,1.0,1.0,0.70949,0.50271,0.81162,0.52294,1.0,0.6675,0.98353,0.5636899999999999,0.91586,0.72678,0.8733200000000001,0.9489,1.0,0.98822,0.8700600000000001,0.5788300000000001,0.92772,0.64472,0.73273,1.0,0.84091,0.997,0.84634,0.93875,1.0,0.92111,1.0,0.8610899999999999,1.0,0.47951,1.0,0.6604300000000001,0.34339,0.91372,0.27476,0.90702,0.95636,0.94613,0.82314,0.74858,0.44208,0.94749,0.6877800000000001,0.5644100000000001,0.96416,0.96646,0.5386,0.7024699999999999,0.48552,0.25143,0.6984,1.0,0.6647,0.85251,0.9769,1.0,0.90197,0.7834300000000001,0.03712,0.73752,0.3398
