Rv_ID,sanger_level_II
Rv3602c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3606c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3607c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3608c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3609c,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3713,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3841,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3853,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3913,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv3914,"I.G - Biosynthesis of cofactors, prosthetic groups and carriers"
Rv0014c,I.J - Broad regulatory functions
Rv0015c,I.J - Broad regulatory functions
Rv0018c,I.J - Broad regulatory functions
Rv0023,I.J - Broad regulatory functions
Rv0043c,I.J - Broad regulatory functions
Rv0067c,I.J - Broad regulatory functions
Rv0078,I.J - Broad regulatory functions
Rv0081,I.J - Broad regulatory functions
Rv0117,I.J - Broad regulatory functions
Rv0135c,I.J - Broad regulatory functions
Rv0144,I.J - Broad regulatory functions
Rv0153c,I.J - Broad regulatory functions
Rv0158,I.J - Broad regulatory functions
Rv0165c,I.J - Broad regulatory functions
Rv0195,I.J - Broad regulatory functions
Rv0196,I.J - Broad regulatory functions
Rv0212c,I.J - Broad regulatory functions
Rv0232,I.J - Broad regulatory functions
Rv0238,I.J - Broad regulatory functions
Rv0260c,I.J - Broad regulatory functions
Rv0273c,I.J - Broad regulatory functions
Rv0302,I.J - Broad regulatory functions
Rv0324,I.J - Broad regulatory functions
Rv0328,I.J - Broad regulatory functions
Rv0348,I.J - Broad regulatory functions
Rv0377,I.J - Broad regulatory functions
Rv0386,I.J - Broad regulatory functions
Rv0410c,I.J - Broad regulatory functions
Rv0452,I.J - Broad regulatory functions
Rv0465c,I.J - Broad regulatory functions
Rv0472c,I.J - Broad regulatory functions
Rv0474,I.J - Broad regulatory functions
Rv0485,I.J - Broad regulatory functions
Rv0490,I.J - Broad regulatory functions
Rv0491,I.J - Broad regulatory functions
Rv0494,I.J - Broad regulatory functions
Rv0552,I.J - Broad regulatory functions
Rv0576,I.J - Broad regulatory functions
Rv0586,I.J - Broad regulatory functions
Rv0600c,I.J - Broad regulatory functions
Rv0601c,I.J - Broad regulatory functions
Rv0602c,I.J - Broad regulatory functions
Rv0650,I.J - Broad regulatory functions
Rv0653c,I.J - Broad regulatory functions
Rv0681,I.J - Broad regulatory functions
Rv0691c,I.J - Broad regulatory functions
Rv0737,I.J - Broad regulatory functions
Rv0744c,I.J - Broad regulatory functions
Rv0757,I.J - Broad regulatory functions
Rv0758,I.J - Broad regulatory functions
Rv0792c,I.J - Broad regulatory functions
Rv0818,I.J - Broad regulatory functions
Rv0823c,I.J - Broad regulatory functions
Rv0827c,I.J - Broad regulatory functions
Rv0844c,I.J - Broad regulatory functions
Rv0845,I.J - Broad regulatory functions
Rv0890c,I.J - Broad regulatory functions
Rv0891c,I.J - Broad regulatory functions
Rv0894,I.J - Broad regulatory functions
Rv0902c,I.J - Broad regulatory functions
Rv0903c,I.J - Broad regulatory functions
Rv0931c,I.J - Broad regulatory functions
Rv0981,I.J - Broad regulatory functions
Rv0982,I.J - Broad regulatory functions
Rv1019,I.J - Broad regulatory functions
Rv1027c,I.J - Broad regulatory functions
Rv1028c,I.J - Broad regulatory functions
Rv1032c,I.J - Broad regulatory functions
Rv1033c,I.J - Broad regulatory functions
Rv1049,I.J - Broad regulatory functions
Rv1129c,I.J - Broad regulatory functions
Rv1151c,I.J - Broad regulatory functions
Rv1152,I.J - Broad regulatory functions
Rv1167c,I.J - Broad regulatory functions
Rv1219c,I.J - Broad regulatory functions
Rv1255c,I.J - Broad regulatory functions
Rv1266c,I.J - Broad regulatory functions
Rv1267c,I.J - Broad regulatory functions
Rv1332,I.J - Broad regulatory functions
Rv1353c,I.J - Broad regulatory functions
Rv1358,I.J - Broad regulatory functions
Rv1359,I.J - Broad regulatory functions
Rv1379,I.J - Broad regulatory functions
Rv1395,I.J - Broad regulatory functions
Rv1404,I.J - Broad regulatory functions
Rv1423,I.J - Broad regulatory functions
Rv1460,I.J - Broad regulatory functions
Rv1474c,I.J - Broad regulatory functions
Rv1479,I.J - Broad regulatory functions
Rv1534,I.J - Broad regulatory functions
Rv1556,I.J - Broad regulatory functions
Rv1626,I.J - Broad regulatory functions
Rv1657,I.J - Broad regulatory functions
Rv1674c,I.J - Broad regulatory functions
Rv1675c,I.J - Broad regulatory functions
Rv1719,I.J - Broad regulatory functions
Rv1743,I.J - Broad regulatory functions
Rv1746,I.J - Broad regulatory functions
Rv1773c,I.J - Broad regulatory functions
Rv1776c,I.J - Broad regulatory functions
Rv1816,I.J - Broad regulatory functions
Rv1846c,I.J - Broad regulatory functions
Rv1909c,I.J - Broad regulatory functions
Rv1931c,I.J - Broad regulatory functions
Rv1956,I.J - Broad regulatory functions
Rv1963c,I.J - Broad regulatory functions
Rv1985c,I.J - Broad regulatory functions
Rv1990c,I.J - Broad regulatory functions
Rv1994c,I.J - Broad regulatory functions
Rv2017,I.J - Broad regulatory functions
Rv2021c,I.J - Broad regulatory functions
Rv2027c,I.J - Broad regulatory functions
Rv2034,I.J - Broad regulatory functions
Rv2088,I.J - Broad regulatory functions
Rv2175c,I.J - Broad regulatory functions
Rv2176,I.J - Broad regulatory functions
Rv2234,I.J - Broad regulatory functions
Rv2250c,I.J - Broad regulatory functions
Rv2258c,I.J - Broad regulatory functions
Rv2282c,I.J - Broad regulatory functions
Rv2308,I.J - Broad regulatory functions
Rv2324,I.J - Broad regulatory functions
Rv2358,I.J - Broad regulatory functions
Rv2359,I.J - Broad regulatory functions
Rv2488c,I.J - Broad regulatory functions
Rv2506,I.J - Broad regulatory functions
Rv2621c,I.J - Broad regulatory functions
Rv2640c,I.J - Broad regulatory functions
Rv2642,I.J - Broad regulatory functions
Rv2669,I.J - Broad regulatory functions
Rv2711,I.J - Broad regulatory functions
Rv2720,I.J - Broad regulatory functions
Rv2745c,I.J - Broad regulatory functions
Rv2779c,I.J - Broad regulatory functions
Rv2788,I.J - Broad regulatory functions
Rv2884,I.J - Broad regulatory functions
Rv2887,I.J - Broad regulatory functions
Rv2912c,I.J - Broad regulatory functions
Rv2914c,I.J - Broad regulatory functions
Rv2919c,I.J - Broad regulatory functions
Rv2989,I.J - Broad regulatory functions
Rv3050c,I.J - Broad regulatory functions
Rv3055,I.J - Broad regulatory functions
Rv3058c,I.J - Broad regulatory functions
Rv3060c,I.J - Broad regulatory functions
Rv3066,I.J - Broad regulatory functions
Rv3080c,I.J - Broad regulatory functions
Rv3082c,I.J - Broad regulatory functions
Rv3095,I.J - Broad regulatory functions
Rv3124,I.J - Broad regulatory functions
Rv3132c,I.J - Broad regulatory functions
Rv3133c,I.J - Broad regulatory functions
Rv3143,I.J - Broad regulatory functions
Rv3160c,I.J - Broad regulatory functions
Rv3164c,I.J - Broad regulatory functions
Rv3167c,I.J - Broad regulatory functions
Rv3173c,I.J - Broad regulatory functions
Rv3183,I.J - Broad regulatory functions
Rv3208,I.J - Broad regulatory functions
Rv3219,I.J - Broad regulatory functions
Rv3220c,I.J - Broad regulatory functions
Rv3245c,I.J - Broad regulatory functions
Rv3246c,I.J - Broad regulatory functions
Rv3249c,I.J - Broad regulatory functions
Rv3260c,I.J - Broad regulatory functions
Rv3291c,I.J - Broad regulatory functions
Rv3295,I.J - Broad regulatory functions
Rv3334,I.J - Broad regulatory functions
Rv3405c,I.J - Broad regulatory functions
Rv3416,I.J - Broad regulatory functions
Rv3522,I.J - Broad regulatory functions
Rv3557c,I.J - Broad regulatory functions
Rv3574,I.J - Broad regulatory functions
Rv3575c,I.J - Broad regulatory functions
Rv3583c,I.J - Broad regulatory functions
Rv3676,I.J - Broad regulatory functions
Rv3678c,I.J - Broad regulatory functions
Rv3681c,I.J - Broad regulatory functions
Rv3692,I.J - Broad regulatory functions
Rv3736,I.J - Broad regulatory functions
Rv3744,I.J - Broad regulatory functions
Rv3764c,I.J - Broad regulatory functions
Rv3765c,I.J - Broad regulatory functions
Rv3830c,I.J - Broad regulatory functions
Rv3833,I.J - Broad regulatory functions
Rv3840,I.J - Broad regulatory functions
Rv3855,I.J - Broad regulatory functions
Rv0016c,II.C - Cell envelope
Rv0017c,II.C - Cell envelope
Rv0037c,II.C - Cell envelope
Rv0050,II.C - Cell envelope
Rv0051,II.C - Cell envelope
Rv0064,II.C - Cell envelope
Rv0072,II.C - Cell envelope
Rv0073,II.C - Cell envelope
Rv0076c,II.C - Cell envelope
Rv0102,II.C - Cell envelope
Rv0110,II.C - Cell envelope
Rv0112,II.C - Cell envelope
Rv0113,II.C - Cell envelope
Rv0173,II.C - Cell envelope
Rv0179c,II.C - Cell envelope
Rv0180c,II.C - Cell envelope
Rv0191,II.C - Cell envelope
Rv0194,II.C - Cell envelope
Rv0200,II.C - Cell envelope
Rv0202c,II.C - Cell envelope
Rv0204c,II.C - Cell envelope
Rv0205,II.C - Cell envelope
Rv0206c,II.C - Cell envelope
Rv0225,II.C - Cell envelope
Rv0226c,II.C - Cell envelope
Rv0227c,II.C - Cell envelope
Rv0236c,II.C - Cell envelope
Rv0237,II.C - Cell envelope
Rv0246,II.C - Cell envelope
Rv0249c,II.C - Cell envelope
Rv0290,II.C - Cell envelope
Rv0291,II.C - Cell envelope
Rv0292,II.C - Cell envelope
Rv0314c,II.C - Cell envelope
Rv0318c,II.C - Cell envelope
Rv0344c,II.C - Cell envelope
Rv0345,II.C - Cell envelope
Rv0361,II.C - Cell envelope
Rv0371c,II.C - Cell envelope
Rv0383c,II.C - Cell envelope
Rv0399c,II.C - Cell envelope
Rv0401,II.C - Cell envelope
Rv0402c,II.C - Cell envelope
Rv0403c,II.C - Cell envelope
Rv0412c,II.C - Cell envelope
Rv0418,II.C - Cell envelope
Rv0419,II.C - Cell envelope
Rv0431,II.C - Cell envelope
Rv0441c,II.C - Cell envelope
Rv0450c,II.C - Cell envelope
Rv0451c,II.C - Cell envelope
Rv0461,II.C - Cell envelope
Rv0473,II.C - Cell envelope
Rv0475,II.C - Cell envelope
Rv0476,II.C - Cell envelope
Rv0477,II.C - Cell envelope
Rv0479c,II.C - Cell envelope
Rv0482,II.C - Cell envelope
Rv0488,II.C - Cell envelope
Rv0497,II.C - Cell envelope
Rv0506,II.C - Cell envelope
Rv0507,II.C - Cell envelope
Rv0513,II.C - Cell envelope
Rv0514,II.C - Cell envelope
Rv0528,II.C - Cell envelope
Rv0531,II.C - Cell envelope
Rv0537c,II.C - Cell envelope
Rv0538,II.C - Cell envelope
Rv0541c,II.C - Cell envelope
Rv0544c,II.C - Cell envelope
Rv0556,II.C - Cell envelope
Rv0559c,II.C - Cell envelope
Rv0583c,II.C - Cell envelope
Rv0585c,II.C - Cell envelope
Rv0593,II.C - Cell envelope
Rv0604,II.C - Cell envelope
Rv0615,II.C - Cell envelope
Rv0621,II.C - Cell envelope
Rv0622,II.C - Cell envelope
Rv0625c,II.C - Cell envelope
Rv0655,II.C - Cell envelope
Rv0658c,II.C - Cell envelope
Rv0671,II.C - Cell envelope
Rv0676c,II.C - Cell envelope
Rv0677c,II.C - Cell envelope
Rv0679c,II.C - Cell envelope
Rv0680c,II.C - Cell envelope
Rv0686,II.C - Cell envelope
Rv0713,II.C - Cell envelope
Rv0738,II.C - Cell envelope
Rv0806c,II.C - Cell envelope
Rv0817c,II.C - Cell envelope
Rv0835,II.C - Cell envelope
Rv0838,II.C - Cell envelope
Rv0842,II.C - Cell envelope
Rv0847,II.C - Cell envelope
Rv0867c,II.C - Cell envelope
Rv0870c,II.C - Cell envelope
Rv0875c,II.C - Cell envelope
Rv0876c,II.C - Cell envelope
Rv0882,II.C - Cell envelope
Rv0885,II.C - Cell envelope
Rv0888,II.C - Cell envelope
Rv0899,II.C - Cell envelope
Rv0906,II.C - Cell envelope
Rv0907,II.C - Cell envelope
Rv0954,II.C - Cell envelope
Rv0955,II.C - Cell envelope
Rv0985c,II.C - Cell envelope
Rv0986,II.C - Cell envelope
Rv0987,II.C - Cell envelope
Rv1002c,II.C - Cell envelope
Rv1004c,II.C - Cell envelope
Rv1016c,II.C - Cell envelope
Rv1018c,II.C - Cell envelope
Rv1022,II.C - Cell envelope
Rv1064c,II.C - Cell envelope
Rv1072,II.C - Cell envelope
Rv1097c,II.C - Cell envelope
Rv1101c,II.C - Cell envelope
Rv1110,II.C - Cell envelope
Rv1132,II.C - Cell envelope
Rv1159,II.C - Cell envelope
Rv1166,II.C - Cell envelope
Rv1183,II.C - Cell envelope
Rv1212c,II.C - Cell envelope
Rv1217c,II.C - Cell envelope
Rv1218c,II.C - Cell envelope
Rv1226c,II.C - Cell envelope
Rv1227c,II.C - Cell envelope
Rv1228,II.C - Cell envelope
Rv1230c,II.C - Cell envelope
Rv1235,II.C - Cell envelope
Rv1244,II.C - Cell envelope
Rv1249c,II.C - Cell envelope
Rv1252c,II.C - Cell envelope
Rv1270c,II.C - Cell envelope
Rv1272c,II.C - Cell envelope
Rv1273c,II.C - Cell envelope
Rv1274,II.C - Cell envelope
Rv1275,II.C - Cell envelope
Rv1302,II.C - Cell envelope
Rv1315,II.C - Cell envelope
Rv1338,II.C - Cell envelope
Rv1348,II.C - Cell envelope
Rv1349,II.C - Cell envelope
Rv1367c,II.C - Cell envelope
Rv1368,II.C - Cell envelope
Rv1401,II.C - Cell envelope
Rv1411c,II.C - Cell envelope
Rv1418,II.C - Cell envelope
Rv1424c,II.C - Cell envelope
Rv1431,II.C - Cell envelope
Rv1433,II.C - Cell envelope
Rv1456c,II.C - Cell envelope
Rv1457c,II.C - Cell envelope
Rv1458c,II.C - Cell envelope
Rv1463,II.C - Cell envelope
Rv1473,II.C - Cell envelope
Rv1481,II.C - Cell envelope
Rv1490,II.C - Cell envelope
Rv1491c,II.C - Cell envelope
Rv1508c,II.C - Cell envelope
Rv1510,II.C - Cell envelope
Rv1514c,II.C - Cell envelope
Rv1518,II.C - Cell envelope
Rv1522c,II.C - Cell envelope
Rv1541c,II.C - Cell envelope
Rv1557,II.C - Cell envelope
Rv1565c,II.C - Cell envelope
Rv1610,II.C - Cell envelope
Rv1624c,II.C - Cell envelope
Rv1635c,II.C - Cell envelope
Rv1648,II.C - Cell envelope
Rv1667c,II.C - Cell envelope
Rv1668c,II.C - Cell envelope
Rv1671,II.C - Cell envelope
Rv1672c,II.C - Cell envelope
Rv1677,II.C - Cell envelope
Rv1678,II.C - Cell envelope
Rv1686c,II.C - Cell envelope
Rv1687c,II.C - Cell envelope
Rv1690,II.C - Cell envelope
Rv1730c,II.C - Cell envelope
Rv1733c,II.C - Cell envelope
Rv1747,II.C - Cell envelope
Rv1749c,II.C - Cell envelope
Rv1758,II.C - Cell envelope
Rv1779c,II.C - Cell envelope
Rv1795,II.C - Cell envelope
Rv1799,II.C - Cell envelope
Rv1824,II.C - Cell envelope
Rv1841c,II.C - Cell envelope
Rv1842c,II.C - Cell envelope
Rv1863c,II.C - Cell envelope
Rv1881c,II.C - Cell envelope
Rv1899c,II.C - Cell envelope
Rv1903,II.C - Cell envelope
Rv1910c,II.C - Cell envelope
Rv1911c,II.C - Cell envelope
Rv1919c,II.C - Cell envelope
Rv1920,II.C - Cell envelope
Rv1921c,II.C - Cell envelope
Rv1922,II.C - Cell envelope
Rv1946c,II.C - Cell envelope
Rv1970,II.C - Cell envelope
Rv1979c,II.C - Cell envelope
Rv1980c,II.C - Cell envelope
Rv1984c,II.C - Cell envelope
Rv1986,II.C - Cell envelope
Rv1987,II.C - Cell envelope
Rv1999c,II.C - Cell envelope
Rv2025c,II.C - Cell envelope
Rv2037c,II.C - Cell envelope
Rv2046,II.C - Cell envelope
Rv2051c,II.C - Cell envelope
Rv2080,II.C - Cell envelope
Rv2091c,II.C - Cell envelope
Rv2093c,II.C - Cell envelope
Rv2113,II.C - Cell envelope
Rv2116,II.C - Cell envelope
Rv2138,II.C - Cell envelope
Rv2144c,II.C - Cell envelope
Rv2145c,II.C - Cell envelope
Rv2152c,II.C - Cell envelope
Rv2153c,II.C - Cell envelope
Rv2155c,II.C - Cell envelope
Rv2156c,II.C - Cell envelope
Rv2157c,II.C - Cell envelope
Rv2158c,II.C - Cell envelope
Rv2163c,II.C - Cell envelope
Rv2171,II.C - Cell envelope
Rv2174,II.C - Cell envelope
Rv2180c,II.C - Cell envelope
Rv2181,II.C - Cell envelope
Rv2198c,II.C - Cell envelope
Rv2199c,II.C - Cell envelope
Rv2223c,II.C - Cell envelope
Rv2224c,II.C - Cell envelope
Rv2265,II.C - Cell envelope
Rv2270,II.C - Cell envelope
Rv2290,II.C - Cell envelope
Rv2301,II.C - Cell envelope
Rv2326c,II.C - Cell envelope
Rv2330c,II.C - Cell envelope
Rv2339,II.C - Cell envelope
Rv2341,II.C - Cell envelope
Rv2345,II.C - Cell envelope
Rv2395,II.C - Cell envelope
Rv2403c,II.C - Cell envelope
Rv2434c,II.C - Cell envelope
Rv2456c,II.C - Cell envelope
Rv2473,II.C - Cell envelope
Rv2477c,II.C - Cell envelope
Rv2507,II.C - Cell envelope
Rv2508c,II.C - Cell envelope
Rv2518c,II.C - Cell envelope
Rv2536,II.C - Cell envelope
Rv2543,II.C - Cell envelope
Rv2544,II.C - Cell envelope
Rv2560,II.C - Cell envelope
Rv2563,II.C - Cell envelope
Rv2672,II.C - Cell envelope
Rv2673,II.C - Cell envelope
Rv2686c,II.C - Cell envelope
Rv2688c,II.C - Cell envelope
Rv2690c,II.C - Cell envelope
Rv2784c,II.C - Cell envelope
Rv2796c,II.C - Cell envelope
Rv2864c,II.C - Cell envelope
Rv2869c,II.C - Cell envelope
Rv2873,II.C - Cell envelope
Rv2874,II.C - Cell envelope
Rv2875,II.C - Cell envelope
Rv2878c,II.C - Cell envelope
Rv2905,II.C - Cell envelope
Rv2911,II.C - Cell envelope
Rv2942,II.C - Cell envelope
Rv2945c,II.C - Cell envelope
Rv2963,II.C - Cell envelope
Rv2965c,II.C - Cell envelope
Rv2968c,II.C - Cell envelope
Rv2969c,II.C - Cell envelope
Rv2981c,II.C - Cell envelope
Rv2999,II.C - Cell envelope
Rv3006,II.C - Cell envelope
Rv3016,II.C - Cell envelope
Rv3019c,II.C - Cell envelope
Rv3036c,II.C - Cell envelope
Rv3041c,II.C - Cell envelope
Rv3069,II.C - Cell envelope
Rv3070,II.C - Cell envelope
Rv3078,II.C - Cell envelope
Rv3092c,II.C - Cell envelope
Rv3163c,II.C - Cell envelope
Rv3193c,II.C - Cell envelope
Rv3197,II.C - Cell envelope
Rv3200c,II.C - Cell envelope
Rv3217c,II.C - Cell envelope
Rv3238c,II.C - Cell envelope
Rv3239c,II.C - Cell envelope
Rv3244c,II.C - Cell envelope
Rv3298c,II.C - Cell envelope
Rv3330,II.C - Cell envelope
Rv3332,II.C - Cell envelope
Rv3360,II.C - Cell envelope
Rv3382c,II.C - Cell envelope
Rv3390,II.C - Cell envelope
Rv3402c,II.C - Cell envelope
Rv3447c,II.C - Cell envelope
Rv3448,II.C - Cell envelope
Rv3449,II.C - Cell envelope
Rv3450c,II.C - Cell envelope
Rv3451,II.C - Cell envelope
Rv3452,II.C - Cell envelope
Rv3454,II.C - Cell envelope
Rv3481c,II.C - Cell envelope
Rv3482c,II.C - Cell envelope
Rv3495c,II.C - Cell envelope
Rv3524,II.C - Cell envelope
Rv3584,II.C - Cell envelope
Rv3593,II.C - Cell envelope
Rv3604c,II.C - Cell envelope
Rv3623,II.C - Cell envelope
Rv3627c,II.C - Cell envelope
Rv3629c,II.C - Cell envelope
Rv3630,II.C - Cell envelope
Rv3635,II.C - Cell envelope
Rv3645,II.C - Cell envelope
Rv3658c,II.C - Cell envelope
Rv3659c,II.C - Cell envelope
Rv3682,II.C - Cell envelope
Rv3728,II.C - Cell envelope
Rv3737,II.C - Cell envelope
Rv3763,II.C - Cell envelope
Rv3779,II.C - Cell envelope
Rv3781,II.C - Cell envelope
Rv3782,II.C - Cell envelope
Rv3783,II.C - Cell envelope
Rv3792,II.C - Cell envelope
Rv3793,II.C - Cell envelope
Rv3794,II.C - Cell envelope
Rv3795,II.C - Cell envelope
Rv3805c,II.C - Cell envelope
Rv3806c,II.C - Cell envelope
Rv3807c,II.C - Cell envelope
Rv3809c,II.C - Cell envelope
Rv3810,II.C - Cell envelope
Rv3811,II.C - Cell envelope
Rv3823c,II.C - Cell envelope
Rv3843c,II.C - Cell envelope
Rv3848,II.C - Cell envelope
Rv3875,II.C - Cell envelope
Rv3887c,II.C - Cell envelope
Rv3894c,II.C - Cell envelope
Rv3901c,II.C - Cell envelope
Rv3910,II.C - Cell envelope
Rv3921c,II.C - Cell envelope
Rv0024,IV.A - Virulence
Rv0167,IV.A - Virulence
Rv0168,IV.A - Virulence
Rv0169,IV.A - Virulence
Rv0170,IV.A - Virulence
Rv0171,IV.A - Virulence
Rv0172,IV.A - Virulence
Rv0174,IV.A - Virulence
Rv0587,IV.A - Virulence
Rv0588,IV.A - Virulence
Rv0589,IV.A - Virulence
Rv0590,IV.A - Virulence
Rv0591,IV.A - Virulence
Rv0592,IV.A - Virulence
Rv0594,IV.A - Virulence
Rv1085c,IV.A - Virulence
Rv1477,IV.A - Virulence
Rv1478,IV.A - Virulence
Rv1566c,IV.A - Virulence
Rv1694,IV.A - Virulence
Rv1964,IV.A - Virulence
Rv1965,IV.A - Virulence
Rv1966,IV.A - Virulence
Rv1967,IV.A - Virulence
Rv1968,IV.A - Virulence
Rv1969,IV.A - Virulence
Rv1971,IV.A - Virulence
Rv2190c,IV.A - Virulence
Rv3100c,IV.A - Virulence
Rv3494c,IV.A - Virulence
Rv3496c,IV.A - Virulence
Rv3497c,IV.A - Virulence
Rv3498c,IV.A - Virulence
Rv3499c,IV.A - Virulence
Rv3500c,IV.A - Virulence
Rv3501c,IV.A - Virulence
Rv3896c,IV.A - Virulence
Rv3922c,IV.A - Virulence
Rv0033,I.H - Lipid Biosynthesis
Rv0045c,I.H - Lipid Biosynthesis
Rv0129c,I.H - Lipid Biosynthesis
Rv0242c,I.H - Lipid Biosynthesis
Rv0436c,I.H - Lipid Biosynthesis
Rv0437c,I.H - Lipid Biosynthesis
Rv0447c,I.H - Lipid Biosynthesis
Rv0469,I.H - Lipid Biosynthesis
Rv0470c,I.H - Lipid Biosynthesis
Rv0503c,I.H - Lipid Biosynthesis
Rv0533c,I.H - Lipid Biosynthesis
Rv0564c,I.H - Lipid Biosynthesis
Rv0642c,I.H - Lipid Biosynthesis
Rv0643c,I.H - Lipid Biosynthesis
Rv0644c,I.H - Lipid Biosynthesis
Rv0645c,I.H - Lipid Biosynthesis
Rv0649,I.H - Lipid Biosynthesis
Rv0824c,I.H - Lipid Biosynthesis
Rv0904c,I.H - Lipid Biosynthesis
Rv0914c,I.H - Lipid Biosynthesis
Rv1094,I.H - Lipid Biosynthesis
Rv1344,I.H - Lipid Biosynthesis
Rv1350,I.H - Lipid Biosynthesis
Rv1483,I.H - Lipid Biosynthesis
Rv1484,I.H - Lipid Biosynthesis
Rv1543,I.H - Lipid Biosynthesis
Rv1551,I.H - Lipid Biosynthesis
Rv1618,I.H - Lipid Biosynthesis
Rv1627c,I.H - Lipid Biosynthesis
Rv1722,I.H - Lipid Biosynthesis
Rv1814,I.H - Lipid Biosynthesis
Rv1822,I.H - Lipid Biosynthesis
Rv1867,I.H - Lipid Biosynthesis
Rv1886c,I.H - Lipid Biosynthesis
Rv2002,I.H - Lipid Biosynthesis
Rv2243,I.H - Lipid Biosynthesis
Rv2244,I.H - Lipid Biosynthesis
Rv2245,I.H - Lipid Biosynthesis
Rv2246,I.H - Lipid Biosynthesis
Rv2247,I.H - Lipid Biosynthesis
Rv2261c,I.H - Lipid Biosynthesis
Rv2262c,I.H - Lipid Biosynthesis
Rv2289,I.H - Lipid Biosynthesis
Rv2482c,I.H - Lipid Biosynthesis
Rv2523c,I.H - Lipid Biosynthesis
Rv2524c,I.H - Lipid Biosynthesis
Rv2605c,I.H - Lipid Biosynthesis
Rv2612c,I.H - Lipid Biosynthesis
Rv2746c,I.H - Lipid Biosynthesis
Rv2766c,I.H - Lipid Biosynthesis
Rv2881c,I.H - Lipid Biosynthesis
Rv2982c,I.H - Lipid Biosynthesis
Rv3221c,I.H - Lipid Biosynthesis
Rv3221c,I.H - Lipid Biosynthesis
Rv3229c,I.H - Lipid Biosynthesis
Rv3280,I.H - Lipid Biosynthesis
Rv3285,I.H - Lipid Biosynthesis
Rv3391,I.H - Lipid Biosynthesis
Rv3392c,I.H - Lipid Biosynthesis
Rv3472,I.H - Lipid Biosynthesis
Rv3523,I.H - Lipid Biosynthesis
Rv3538,I.H - Lipid Biosynthesis
Rv3720,I.H - Lipid Biosynthesis
Rv3799c,I.H - Lipid Biosynthesis
Rv3803c,I.H - Lipid Biosynthesis
Rv3804c,I.H - Lipid Biosynthesis
Rv0035,I.A - Degradation
Rv0099,I.A - Degradation
Rv0118c,I.A - Degradation
Rv0119,I.A - Degradation
Rv0131c,I.A - Degradation
Rv0154c,I.A - Degradation
Rv0166,I.A - Degradation
Rv0186,I.A - Degradation
Rv0214,I.A - Degradation
Rv0215c,I.A - Degradation
Rv0222,I.A - Degradation
Rv0231,I.A - Degradation
Rv0234c,I.A - Degradation
Rv0243,I.A - Degradation
Rv0244c,I.A - Degradation
Rv0270,I.A - Degradation
Rv0271c,I.A - Degradation
Rv0275c,I.A - Degradation
Rv0400c,I.A - Degradation
Rv0404,I.A - Degradation
Rv0408,I.A - Degradation
Rv0456c,I.A - Degradation
Rv0468,I.A - Degradation
Rv0501,I.A - Degradation
Rv0536,I.A - Degradation
Rv0551c,I.A - Degradation
Rv0618,I.A - Degradation
Rv0619,I.A - Degradation
Rv0620,I.A - Degradation
Rv0632c,I.A - Degradation
Rv0672,I.A - Degradation
Rv0673,I.A - Degradation
Rv0675,I.A - Degradation
Rv0727c,I.A - Degradation
Rv0729,I.A - Degradation
Rv0751c,I.A - Degradation
Rv0752c,I.A - Degradation
Rv0753c,I.A - Degradation
Rv0852,I.A - Degradation
Rv0855,I.A - Degradation
Rv0859,I.A - Degradation
Rv0860,I.A - Degradation
Rv0873,I.A - Degradation
Rv0905,I.A - Degradation
Rv0971c,I.A - Degradation
Rv0972c,I.A - Degradation
Rv0973c,I.A - Degradation
Rv0974c,I.A - Degradation
Rv0975c,I.A - Degradation
Rv0993,I.A - Degradation
Rv1001,I.A - Degradation
Rv1058,I.A - Degradation
Rv1070c,I.A - Degradation
Rv1071c,I.A - Degradation
Rv1074c,I.A - Degradation
Rv1095,I.A - Degradation
Rv1096,I.A - Degradation
Rv1136,I.A - Degradation
Rv1141c,I.A - Degradation
Rv1142c,I.A - Degradation
Rv1143,I.A - Degradation
Rv1175c,I.A - Degradation
Rv1185c,I.A - Degradation
Rv1187,I.A - Degradation
Rv1193,I.A - Degradation
Rv1206,I.A - Degradation
Rv1323,I.A - Degradation
Rv1345,I.A - Degradation
Rv1346,I.A - Degradation
Rv1427c,I.A - Degradation
Rv1467c,I.A - Degradation
Rv1472,I.A - Degradation
Rv1492,I.A - Degradation
Rv1493,I.A - Degradation
Rv1521,I.A - Degradation
Rv1529,I.A - Degradation
Rv1538c,I.A - Degradation
Rv1549,I.A - Degradation
Rv1550,I.A - Degradation
Rv1679,I.A - Degradation
Rv1683,I.A - Degradation
Rv1715,I.A - Degradation
Rv1731,I.A - Degradation
Rv1750c,I.A - Degradation
Rv1848,I.A - Degradation
Rv1849,I.A - Degradation
Rv1850,I.A - Degradation
Rv1851,I.A - Degradation
Rv1852,I.A - Degradation
Rv1853,I.A - Degradation
Rv1905c,I.A - Degradation
