Rv_ID,NN_1,NN_2,NN_3,NN_4,NN_5,NN_6,NN_7,NN_8,NN_9,NN_10
Rv0917,Rv0404,Rv3377c,Rv0764c,Rv1980c,Rv0821c,Rv3408,Rv2187,Rv1876,Rv2267c,Rv1365c
Rv0918,Rv2232,Rv0203,Rv0137c,Rv2118c,Rv1302,Rv3357,Rv0045c,Rv3488,Rv2350c,Rv1561
Rv0919,Rv2429,Rv3133c,Rv0182c,Rv2006,Rv3089,Rv1777,Rv0114,Rv0889c,Rv0233,NONE
Rv0920c,Rv3687c,Rv0582,Rv3417c,Rv3610c,Rv0208c,Rv0678,Rv2623,Rv0070c,Rv0948c,Rv0749
Rv0921,Rv0577,Rv2688c,Rv2376c,Rv0187,Rv1223,Rv3203,Rv0262c,Rv0889c,Rv2959c,Rv0114
Rv0922,Rv1400c,Rv1931c,Rv3561,Rv3045,Rv3378c,Rv2780,Rv3793,Rv3913,Rv1027c,Rv2950c
Rv0923c,Rv3124,Rv0505c,Rv0342,Rv3297,Rv2218,Rv1558,Rv2416c,Rv0445c,Rv1328,Rv0848
Rv0924c,Rv0644c,Rv0989c,Rv0645c,Rv0928,Rv0929,Rv0820,Rv0930,Rv0413,Rv0932c,Rv1239c
Rv0925c,Rv1027c,Rv3913,Rv1558,Rv3378c,Rv0512,Rv3793,Rv0505c,Rv3124,Rv3561,Rv1103c
Rv0926c,Rv3855,Rv1448c,Rv0065,Rv1173,Rv2848c,Rv1737c,Rv1495,Rv0295c,Rv1996,Rv0694
Rv0927c,Rv2232,Rv3488,Rv2350c,Rv1302,Rv3357,Rv0203,Rv2744c,Rv2118c,Rv1185c,Rv2430c
Rv0928,Rv0929,Rv0820,Rv0930,Rv0924c,Rv0644c,Rv0645c,Rv0989c,Rv3696c,Rv1239c,Rv0413
Rv0929,Rv0928,Rv0820,Rv0930,Rv0924c,Rv0644c,Rv0645c,Rv0989c,Rv3696c,Rv1239c,Rv0413
Rv0930,Rv0820,Rv0929,Rv0928,Rv0924c,Rv0644c,Rv0645c,Rv0989c,Rv3696c,Rv1239c,Rv0413
Rv0931c,Rv0932c,Rv1386,Rv0413,Rv2450c,Rv2191,Rv2187,Rv1239c,Rv3419c,Rv1205,Rv0989c
Rv0932c,Rv0413,Rv0931c,Rv1386,Rv1239c,Rv3419c,Rv0989c,Rv0645c,Rv0644c,Rv0924c,Rv2450c
Rv0933,Rv2702,Rv0137c,Rv3754,Rv0045c,Rv2530c,Rv0203,Rv2232,Rv3357,Rv1562c,Rv0486
Rv0934,Rv3509c,Rv2301,Rv3886c,Rv0956,Rv2332,Rv2196,Rv2950c,Rv1242,Rv3660c,Rv2748c
Rv0935,Rv2673,Rv1206,Rv2266,Rv1033c,Rv2793c,Rv3903c,Rv0073,Rv1694,Rv1026,Rv3097c
Rv0936,Rv2952,Rv1173,Rv3734c,Rv3506,Rv1029,Rv0295c,Rv3088,Rv1731,Rv1777,Rv2821c
Rv0937c,Rv1009,Rv0091,Rv3234c,Rv0385,Rv0866,Rv1198,Rv2346c,Rv3371,Rv1033c,Rv0292
Rv0938,Rv3879c,Rv3083,Rv1020,Rv1994c,Rv1162,Rv1013,Rv1155,Rv2063A,Rv1850,Rv0132c
Rv0939,Rv3109,Rv1745c,Rv3119,Rv0978c,Rv1886c,Rv3398c,Rv0847,Rv1746,Rv3826,Rv0677c
Rv0940c,Rv0113,Rv0478,Rv0582,Rv2623,Rv3610c,Rv0557,Rv3592,Rv1604,Rv3687c,Rv1316c
Rv0941c,Rv1196,Rv1771,Rv2299c,Rv2294,Rv3808c,Rv3366,Rv0683,Rv2156c,Rv0054,Rv1660
Rv0942,Rv0969,Rv0987,Rv2549c,Rv0986,Rv0277c,Rv2866,Rv0586,Rv1872c,Rv3229c,Rv1553
Rv0943c,Rv2136c,Rv0194,Rv3065,Rv2349c,Rv1690,Rv1297,Rv1552,Rv0458,Rv0844c,Rv2631
Rv0944,Rv1187,Rv2816c,Rv1608c,Rv0220,Rv2428,Rv1264,Rv3155,Rv1848,Rv3130c,Rv1218c
Rv0945,Rv2428,Rv1848,Rv1608c,Rv1264,Rv2816c,Rv0220,Rv3155,Rv1755c,Rv1187,Rv3444c
Rv0946c,Rv3804c,Rv3101c,Rv2553c,Rv1512,Rv0011c,Rv3102c,Rv2594c,Rv3859c,Rv3671c,Rv2582
Rv0948c,Rv0020c,Rv0130,Rv3270,Rv3417c,Rv0678,Rv1884c,Rv3687c,Rv3223c,Rv0949,Rv2466c
Rv0949,Rv0617,Rv2626c,Rv3282,Rv2217,Rv0130,Rv3667,Rv3223c,Rv0948c,Rv0020c,Rv1021
Rv0950c,Rv0129c,Rv0241c,Rv3586,Rv0600c,Rv1184c,Rv0206c,Rv1633,Rv1474c,Rv2215,Rv2985
Rv0951,Rv0555,Rv1094,Rv2726c,Rv3782,Rv0001,Rv0534c,Rv3806c,Rv0685,Rv2361c,Rv1656
Rv0952,Rv0641,Rv3795,Rv1383,Rv2580c,Rv2555c,Rv0283,Rv1652,Rv2612c,Rv0562,Rv2678c
Rv0953c,Rv3111,Rv1634,Rv0573c,Rv3370c,Rv2873,Rv3451,Rv1082,Rv2284,Rv1984c,Rv2275
Rv0954,Rv3866,Rv3703c,Rv1447c,Rv1846c,Rv1692,Rv3557c,Rv0191,Rv2677c,Rv1860,Rv0432
Rv0955,Rv2677c,Rv3866,Rv3703c,Rv1692,Rv1447c,Rv1846c,Rv3557c,Rv1860,Rv0432,Rv0191
Rv0956,Rv2332,Rv3886c,Rv2950c,Rv1242,Rv2196,Rv0934,Rv3509c,Rv0512,Rv1103c,Rv2953
Rv0957,Rv1201c,Rv2965c,Rv1310,Rv0706,Rv3581c,Rv3458c,Rv1655,Rv0423c,Rv1626,Rv3220c
Rv0958,Rv2032,Rv0867c,Rv0107c,Rv3152,Rv3628,Rv0414c,Rv1364c,Rv2005c,Rv1266c,Rv3547
Rv0959,Rv2878c,Rv3619c,Rv2243,Rv2970c,Rv2176,Rv1601,Rv3820c,Rv0624,Rv3409c,Rv2631
Rv0959A,Rv2211c,Rv2068c,Rv2593c,Rv0813c,Rv2783c,Rv1433,Rv3879c,Rv1013,Rv1020,Rv3330
Rv0960,Rv1497,Rv0533c,Rv0297,Rv0295c,Rv3153,Rv3088,Rv1029,Rv3681c,Rv1261c,Rv1130
Rv0961,Rv3155,Rv0220,Rv1264,Rv2428,Rv3130c,Rv1848,Rv1608c,Rv2816c,Rv1218c,Rv1187
Rv0962c,Rv0182c,Rv3133c,Rv2429,Rv3089,Rv0233,Rv1777,Rv2958c,Rv2006,Rv0148,NONE
Rv0963c,Rv3452,Rv1368,Rv0677c,Rv0847,Rv3309c,Rv3826,Rv0620,Rv1886c,Rv0908,Rv3600c
Rv0964c,Rv2149c,Rv3919c,Rv2548,Rv1346,Rv0631c,Rv1675c,Rv2285,Rv2727c,Rv2389c,Rv0230c
Rv0965c,Rv0904c,Rv2861c,Rv0869c,Rv3097c,Rv2880c,Rv1408,Rv1410c,Rv0073,Rv2266,Rv2345
Rv0966c,Rv2537c,Rv0491,Rv2241,Rv1640c,Rv2746c,Rv2258c,Rv2421c,Rv1820,Rv3420c,Rv1485
Rv0967,Rv2384,Rv2378c,Rv2383c,Rv1080c,Rv1159,Rv0437c,Rv2869c,Rv2386c,Rv2115c,Rv2051c
Rv0968,Rv0987,Rv0969,Rv1872c,Rv3364c,Rv1859,Rv0277c,Rv2549c,Rv0586,Rv0986,NONE
Rv0969,Rv2549c,Rv0277c,Rv0986,Rv0987,Rv1872c,Rv2866,Rv3229c,Rv3600c,Rv1553,Rv0620
Rv0970,Rv1884c,Rv0020c,Rv3270,Rv2466c,Rv0130,Rv3223c,Rv3024c,Rv0948c,Rv2276,Rv0678
Rv0971c,Rv3653,Rv2741,Rv0022c,Rv3780,Rv2179c,Rv3085,Rv3809c,Rv1665,Rv2066,Rv2868c
Rv0972c,Rv3045,Rv2950c,Rv1931c,Rv1653,Rv2332,Rv1400c,Rv0956,Rv2953,Rv2780,Rv3561
Rv0973c,Rv0148,Rv0802c,Rv3089,Rv1746,Rv0233,Rv0182c,Rv3133c,Rv2958c,NONE,NONE
Rv0974c,Rv2043c,Rv1541c,Rv0601c,Rv3444c,Rv2007c,Rv2757c,Rv3130c,Rv1755c,Rv1848,Rv1218c
Rv0975c,Rv0934,Rv3509c,Rv2301,Rv3886c,Rv0956,Rv2332,Rv2950c,Rv2196,Rv1242,Rv2953
Rv0976c,Rv1173,Rv3734c,Rv3506,Rv2952,Rv1029,Rv1731,Rv1448c,Rv0295c,Rv3855,Rv3088
Rv0977,Rv2918c,Rv3106,Rv3862c,Rv0286,Rv3366,Rv2299c,Rv2294,Rv3743c,Rv0518,NONE
Rv0978c,Rv3119,Rv1745c,Rv3109,Rv1886c,Rv1746,Rv3398c,Rv3826,Rv0847,Rv0148,Rv1344
Rv0979A,Rv3465,Rv0733,Rv3032,Rv0824c,Rv3914,Rv2986c,Rv3443c,Rv0288,Rv2882c,Rv0016c
Rv0979c,Rv1300,Rv1617,Rv2839c,Rv1828,Rv2477c,Rv1093,Rv3221A,Rv0363c,Rv3245c,Rv3789
Rv0980c,Rv3151,Rv3150,Rv0848,Rv1372,Rv3392c,Rv1743,Rv3145,Rv3152,Rv2416c,Rv0867c
Rv0981,Rv1221,Rv0432,Rv3557c,Rv2710,Rv3571,Rv1692,Rv3866,Rv1819c,Rv3881c,Rv3537
Rv0982,Rv2865,Rv3240c,Rv3358,Rv0596c,Rv1259,Rv2919c,Rv0211,Rv0626,Rv0496,Rv1537
Rv0983,Rv1932,Rv2476c,Rv1698,Rv1822,Rv2359,Rv3413c,Rv3810,Rv2733c,Rv0561c,Rv1538c
Rv0984,Rv3117,Rv2881c,Rv1334,Rv0483,Rv3803c,Rv1089,Rv3654c,Rv2173,Rv2948c,Rv3199c
Rv0985c,Rv2902c,Rv3674c,Rv2285,Rv3504,Rv2389c,Rv1818c,Rv3339c,Rv0631c,Rv1991c,Rv2727c
Rv0986,Rv2549c,Rv2866,Rv0277c,Rv0969,Rv3600c,Rv1553,Rv3229c,Rv1872c,Rv0908,Rv0987
Rv0987,Rv1872c,Rv0969,Rv0277c,Rv2549c,Rv1859,Rv0986,Rv0620,Rv2866,NONE,NONE
Rv0988,Rv1160,Rv0230c,Rv2579,Rv1911c,Rv1675c,Rv2727c,Rv2719c,Rv2548,Rv2112c,Rv1818c
Rv0989c,Rv0644c,Rv0924c,Rv0645c,Rv0928,Rv0929,Rv0820,Rv0930,Rv0413,Rv0932c,Rv1239c
Rv0990c,Rv2914c,Rv3382c,Rv0669c,Rv1651c,Rv2158c,Rv2351c,Rv0901,Rv0252,Rv3585,Rv1143
Rv0991c,Rv2349c,Rv1690,Rv1297,Rv3065,Rv1552,Rv3825c,Rv2136c,Rv0194,Rv0221,Rv2296
Rv0992c,Rv2213,Rv3357,Rv1561,Rv3157,Rv3878,Rv1562c,Rv3754,Rv0500,Rv1001,Rv3062
Rv0993,Rv2703,Rv0429c,Rv2676c,Rv2357c,Rv1011,Rv1018c,Rv2460c,Rv2163c,Rv0640,Rv2457c
Rv0994,Rv3546,Rv1086,Rv0101,Rv1238,Rv0099,Rv1348,Rv0998,Rv1798,Rv1411c,Rv3723
Rv0995,Rv3297,Rv1222,Rv3419c,Rv1239c,Rv1205,Rv2218,Rv0645c,Rv1328,Rv1027c,Rv0342
Rv0996,Rv3383c,Rv0408,Rv1102c,Rv3364c,Rv1108c,Rv0858c,Rv3286c,Rv0409,Rv2602,Rv3307
Rv0997,Rv3357,Rv2232,Rv3488,Rv0137c,Rv1561,Rv0203,Rv2744c,Rv1302,Rv1185c,Rv2118c
Rv0998,Rv1348,Rv1238,Rv0994,Rv0450c,Rv1236,Rv0101,Rv3546,Rv0099,Rv1272c,Rv1086
Rv0999,Rv1412,Rv1280c,Rv1391,Rv1700,Rv2151c,Rv1701,Rv2524c,Rv0859,Rv0860,Rv1493
Rv1000c,Rv3853,Rv2031c,Rv1258c,Rv2848c,Rv0533c,Rv3878,Rv1737c,Rv3157,Rv1088,Rv3062
Rv1001,Rv1561,Rv1261c,Rv3153,Rv1130,Rv2872,Rv3488,Rv3470c,Rv3681c,Rv3157,Rv1185c
Rv1002c,Rv2992c,Rv0290,Rv2343c,Rv1007c,Rv1390,Rv3709c,Rv3048c,Rv2130c,Rv0287,Rv3782
Rv1003,Rv1650,Rv0468,Rv3566c,Rv0032,Rv2482c,Rv1601,Rv3379c,Rv2801A,Rv1077,Rv2431c
Rv1004c,Rv0137c,Rv0203,Rv2232,Rv0045c,Rv2118c,Rv0933,Rv3357,Rv1302,Rv2702,Rv0486
Rv1005c,Rv2743c,Rv2946c,Rv3654c,Rv1089,Rv1335,Rv3199c,Rv1379,Rv3441c,Rv1962c,Rv2786c
Rv1006,Rv1159,Rv1080c,Rv0437c,Rv2115c,Rv2386c,Rv2752c,Rv2383c,Rv2384,Rv2378c,Rv2869c
Rv1007c,Rv2992c,Rv3048c,Rv2343c,Rv1327c,Rv2678c,Rv1002c,Rv2612c,Rv1613,Rv3608c,Rv0290
Rv1008,Rv0516c,Rv0447c,Rv2590,Rv0159c,Rv0676c,Rv1747,Rv0899,Rv3824c,Rv0598c,Rv3469c
Rv1009,Rv0937c,Rv0866,Rv0091,Rv0385,Rv3234c,Rv2346c,Rv1198,Rv3371,Rv1033c,Rv1026
Rv1010,Rv2924c,Rv2402,Rv0535,Rv3515c,Rv3406,Rv3232c,Rv1213,Rv0103c,Rv1915,Rv0058
Rv1011,Rv2163c,Rv2676c,Rv0429c,Rv2703,Rv1630,Rv2457c,Rv3634c,Rv1018c,Rv2845c,Rv2357c
Rv1012,Rv3702c,Rv2964,Rv0754,Rv1996,Rv3704c,Rv3316,Rv1495,Rv0694,Rv3655c,Rv2818c
Rv1013,Rv1020,Rv1994c,Rv1162,Rv0938,Rv3879c,Rv3083,Rv1469,Rv2063A,Rv1155,Rv3744
Rv1014c,Rv2965c,Rv1310,Rv1201c,Rv3458c,Rv0957,Rv3581c,Rv1626,Rv3220c,Rv0706,Rv1308
Rv1015c,Rv2594c,Rv2981c,Rv3923c,Rv3804c,Rv0011c,Rv0482,Rv1837c,Rv0016c,Rv1631,Rv2882c
Rv1016c,Rv3309c,Rv3826,Rv1368,Rv0802c,Rv3480c,Rv3452,Rv0620,Rv0847,Rv0677c,Rv1886c
Rv1017c,Rv0236c,Rv1990c,Rv1326c,Rv2448c,Rv1827,Rv2572c,Rv1381,Rv2244,Rv1656,Rv1603
Rv1018c,Rv0640,Rv2457c,Rv2676c,Rv2703,Rv3634c,Rv2357c,Rv3580c,Rv1630,Rv1011,Rv0542c
Rv1019,Rv0490,Rv3908,Rv1496,Rv2977c,Rv3838c,Rv0627,Rv2525c,Rv3273,Rv3036c,Rv3722c
Rv1020,Rv1994c,Rv1013,Rv0938,Rv1162,Rv3879c,Rv3083,Rv1155,Rv2063A,Rv1850,Rv0132c
Rv1021,Rv0192,Rv3667,Rv2217,Rv1917c,Rv2822c,Rv0008c,Rv2817c,Rv0617,Rv3328c,Rv3282
Rv1022,Rv1408,Rv0904c,Rv2345,Rv2861c,Rv2880c,Rv3628,Rv3854c,Rv2032,Rv1410c,Rv1560
Rv1023,Rv0721,Rv1092c,Rv1309,Rv3721c,Rv2364c,Rv2764c,Rv1991A,Rv1110,Rv3490,Rv1295
Rv1024,Rv0562,Rv0350,Rv2139,Rv3795,Rv1713,Rv2555c,Rv0641,Rv0952,Rv2925c,Rv0639
Rv1025,Rv0509,Rv1098c,Rv2903c,Rv1689,Rv1547,Rv3708c,Rv0542c,Rv0684,Rv3597c,Rv1658
Rv1026,Rv3903c,Rv1033c,Rv3765c,Rv0385,Rv3234c,Rv0091,Rv2793c,Rv1917c,Rv1206,Rv2266
Rv1027c,Rv3913,Rv3378c,Rv3793,Rv3561,Rv1400c,Rv1558,Rv0512,Rv1931c,Rv2332,NONE
Rv1028A,Rv1692,Rv1447c,Rv3866,Rv0191,Rv1846c,Rv3557c,Rv0432,Rv0981,Rv3703c,Rv1221
Rv1028c,Rv3573c,Rv0643c,Rv1294,Rv1430,Rv1989c,Rv2501c,Rv1511,Rv2824c,Rv2095c,Rv2155c
Rv1029,Rv0295c,Rv2952,Rv3088,Rv0297,Rv1497,Rv1129c,Rv1173,Rv0533c,Rv0570,Rv3681c
Rv1030,Rv0630c,Rv3010c,Rv1256c,Rv0558,Rv2245,Rv2145c,Rv0629c,Rv1599,Rv2284,Rv0549c
Rv1031,Rv3389c,Rv0503c,Rv0153c,Rv1330c,Rv0886,Rv0079,Rv0382c,Rv2373c,Rv1202,Rv1699
Rv1032c,Rv3232c,Rv0103c,Rv3406,Rv1213,Rv0058,Rv0535,Rv1151c,Rv0183,Rv3158,Rv2191
Rv1033c,Rv3234c,Rv0091,Rv0385,Rv1026,Rv2673,Rv1009,Rv0937c,Rv3903c,Rv1694,Rv0866
Rv1034c,Rv2819c,Rv2817c,Rv2818c,Rv0694,Rv0192,Rv1021,Rv1495,Rv0065,Rv2822c,Rv1596
Rv1035c,Rv2497c,Rv2270,Rv2464c,Rv0453,Rv2495c,Rv2404c,Rv3059,Rv0300,Rv0334,Rv2388c
Rv1036c,Rv3825c,Rv2296,Rv1983,Rv2501c,Rv1297,Rv0221,Rv1028c,Rv1690,Rv1552,Rv2351c
Rv1037c,Rv2855,Rv0624,Rv3148,Rv2176,Rv2970c,Rv2962c,Rv2878c,Rv3146,Rv2243,Rv3145
Rv1038c,Rv1185c,Rv2744c,Rv0751c,Rv2872,Rv3470c,Rv1076,Rv3488,Rv2959c,Rv2430c,Rv2350c
Rv1039c,Rv2820c,Rv0386,Rv2918c,Rv2763c,Rv1143,Rv3106,Rv0301,Rv0518,Rv3862c,Rv1399c
Rv1040c,Rv2793c,Rv2584c,Rv2266,Rv1206,Rv3903c,Rv3765c,Rv1026,Rv3780,Rv0654,Rv3085
Rv1041c,Rv0221,Rv3408,Rv1980c,Rv0764c,Rv2296,Rv3409c,Rv1983,Rv2631,Rv3825c,Rv1876
Rv1042c,Rv1267c,Rv1731,Rv3086,Rv3704c,Rv1563c,Rv0754,Rv3480c,Rv3506,Rv1996,Rv3734c
Rv1043c,Rv0032,Rv2482c,Rv1650,Rv2801A,Rv1077,Rv3379c,Rv0468,Rv1601,Rv3566c,Rv1329c
Rv1044,Rv0903c,Rv0352,Rv1106c,Rv3722c,Rv1638,Rv2752c,Rv1420,Rv3822,Rv3273,Rv2115c
Rv1045,Rv2289,Rv2006,Rv2429,Rv0182c,Rv2436,Rv0889c,Rv0114,Rv0233,Rv1317c,Rv2958c
Rv1046c,Rv2579,Rv1160,Rv1675c,Rv0230c,Rv2112c,Rv1911c,Rv2548,Rv2719c,Rv2727c,Rv2922c
Rv1047,Rv0930,Rv0820,Rv0929,Rv0928,Rv3696c,Rv0924c,Rv0645c,Rv0644c,Rv0989c,Rv1239c
Rv1048c,Rv2465c,Rv3598c,Rv3012c,Rv2440c,Rv2742c,Rv3425,Rv1306,Rv2121c,Rv2095c,Rv2447c
Rv1049,Rv2289,Rv2376c,Rv0577,Rv2006,Rv2688c,Rv0889c,Rv0114,Rv0187,Rv0262c,Rv2429
Rv1050,Rv2497c,Rv2270,Rv2464c,Rv0334,Rv2388c,Rv2462c,Rv0453,Rv2404c,Rv2495c,Rv3059
Rv1051c,Rv0237,Rv0670,Rv2780,Rv3045,Rv1653,Rv0548c,Rv1931c,Rv2953,Rv3449,Rv1400c
Rv1052,Rv3082c,Rv3841,Rv1739c,Rv0254c,Rv2002,Rv0586,Rv0858c,Rv2602,Rv3364c,Rv1253
Rv1053c,Rv0586,Rv0987,Rv3364c,Rv3082c,Rv0969,Rv3841,Rv0858c,Rv0254c,NONE,NONE
Rv1054,Rv1284,Rv0409,Rv0050,Rv1108c,Rv1102c,Rv3383c,Rv1897c,Rv0734,Rv1207,Rv3214
Rv1055,Rv0642c,Rv2786c,Rv0014c,Rv3441c,Rv1285,Rv1449c,Rv0407,Rv1962c,Rv1345,Rv3084
Rv1056,Rv1651c,Rv2914c,Rv1143,Rv2763c,Rv2351c,Rv1552,Rv3382c,Rv0669c,Rv0386,Rv2158c
Rv1057,Rv0418,Rv3911,Rv2530c,Rv3272,Rv3589,Rv1088,Rv0749,Rv2596,Rv3754,Rv0500
Rv1058,Rv3417c,Rv1596,Rv3687c,Rv0948c,Rv1737c,Rv2819c,Rv0130,Rv0208c,Rv0020c,Rv0949
Rv1059,Rv1558,Rv0505c,Rv3124,Rv1103c,Rv0512,Rv1981c,Rv2416c,Rv0848,Rv1372,Rv0342
Rv1060,Rv0582,Rv3610c,Rv0478,Rv0113,Rv2623,Rv3687c,Rv0208c,Rv0557,Rv3592,Rv1604
Rv1061,Rv2176,Rv0624,Rv2878c,Rv3619c,Rv2970c,Rv2855,Rv3409c,Rv3821,Rv2243,Rv3146
Rv1062,Rv3660c,Rv2748c,Rv2301,Rv1266c,Rv2005c,Rv1410c,Rv0934,Rv2196,Rv3509c,Rv3886c
Rv1063c,Rv1885c,Rv0654,Rv3780,Rv0008c,Rv2088,Rv3328c,Rv2976c,Rv1917c,Rv3765c,Rv2822c
Rv1064c,Rv2389c,Rv2285,Rv2902c,Rv1818c,Rv2727c,Rv0985c,Rv2548,Rv1911c,Rv0230c,Rv3674c
Rv1065,Rv1447c,Rv1846c,Rv1692,Rv0191,Rv3866,Rv3703c,Rv3557c,Rv0432,Rv1860,Rv1478
Rv1066,Rv2548,Rv1675c,Rv3919c,Rv2149c,Rv0230c,Rv1160,Rv2727c,Rv2579,Rv1911c,Rv2389c
Rv1067c,Rv3653,Rv2741,Rv0022c,Rv3085,Rv3780,Rv2066,Rv1665,Rv2868c,Rv2208,Rv2179c
Rv1068c,Rv0845,Rv1876,Rv0643c,Rv1983,Rv3573c,Rv1028c,Rv3377c,Rv2296,Rv1980c,NONE
Rv1069c,Rv3441c,Rv2786c,Rv2743c,Rv0642c,Rv1335,Rv1962c,Rv2946c,Rv0014c,Rv1336,Rv2795c
Rv1070c,Rv2596,Rv2702,Rv0933,Rv2530c,Rv0486,Rv2625c,Rv3724B,Rv2928,Rv0827c,Rv1121
Rv1071c,Rv3441c,Rv2786c,Rv0642c,Rv2743c,Rv1335,Rv2946c,Rv1962c,Rv0014c,Rv2795c,Rv1285
Rv1072,Rv2284,Rv3370c,Rv1082,Rv0573c,Rv2873,Rv1168c,Rv3111,Rv2074,Rv1542c,Rv3010c
Rv1073,Rv1552,Rv1297,Rv1690,Rv1651c,Rv2349c,Rv2351c,Rv2501c,Rv2763c,Rv3825c,Rv1143
Rv1074c,Rv2501c,Rv3825c,Rv2351c,Rv1651c,Rv1028c,Rv2824c,Rv2296,Rv1297,Rv1983,Rv1552
Rv1075c,Rv2823c,Rv1189,Rv3585,Rv1399c,Rv0252,Rv0444c,Rv2701c,Rv0901,Rv0417,Rv0301
Rv1076,Rv2959c,Rv3203,Rv3470c,Rv2872,Rv0751c,Rv1223,Rv1185c,Rv2744c,Rv1219c,Rv3488
Rv1077,Rv2801A,Rv3379c,Rv2482c,Rv1288,Rv0032,Rv2388c,Rv1650,Rv0853c,Rv0334,Rv1433
Rv1078,Rv2050,Rv3805c,Rv2454c,Rv3025c,Rv2455c,Rv3859c,Rv2131c,Rv1512,Rv1908c,Rv3001c
Rv1079,Rv2459,Rv3330,Rv2783c,Rv1992c,Rv0609,Rv2068c,Rv2948c,Rv2211c,Rv0553,Rv2593c
Rv1080c,Rv1159,Rv0437c,Rv2383c,Rv2869c,Rv2378c,Rv2384,Rv2115c,Rv0967,Rv0860,Rv2051c
Rv1081c,Rv2986c,Rv3923c,Rv0288,Rv3465,Rv0733,Rv3032,Rv0824c,Rv3914,Rv2882c,Rv0896
Rv1082,Rv2284,Rv1168c,Rv2074,Rv1542c,Rv2873,Rv3370c,Rv0573c,Rv3287c,Rv3111,Rv1634
Rv1083,Rv2222c,Rv2983,Rv3624c,Rv3858c,Rv2470,Rv2773c,Rv0440,Rv2195,Rv3443c,Rv2152c
Rv1084,Rv2614c,Rv1640c,Rv2589,Rv2221c,Rv1820,Rv0491,Rv1602,Rv2421c,Rv0092,Rv3420c
Rv1085c,Rv0787A,Rv2439c,Rv1436,Rv2397c,Rv2988c,Rv3457c,Rv0772,Rv1415,Rv1612,Rv0788
Rv1086,Rv0101,Rv0099,Rv3546,Rv0994,Rv1798,Rv1411c,Rv1238,Rv0998,Rv1348,Rv3723
Rv1087,Rv3653,Rv2741,Rv0022c,Rv3085,Rv3780,Rv2179c,Rv3809c,Rv1665,Rv2066,Rv2868c
Rv1087A,Rv2958c,Rv0233,Rv1317c,Rv2407,Rv0182c,Rv2429,Rv2436,Rv2911,Rv1344,NONE
Rv1088,Rv3911,Rv3062,Rv0500,Rv1258c,Rv2031c,Rv0749,Rv0070c,Rv1562c,Rv0418,Rv3853
Rv1089,Rv3654c,Rv2881c,Rv2946c,Rv3199c,Rv1334,Rv3117,Rv2173,Rv1611,Rv2743c,Rv3803c
Rv1089A,Rv2586c,Rv0126,Rv2829c,Rv0900,Rv0013,Rv1114,Rv3168,Rv3835,Rv0902c,Rv2745c
Rv1090,Rv2407,Rv1317c,Rv2958c,Rv1344,Rv0233,Rv2911,Rv1746,Rv2436,Rv0148,Rv0182c
Rv1091,Rv0845,Rv1876,Rv3377c,Rv0643c,Rv0551c,Rv0058,Rv3573c,Rv1695,Rv1983,NONE
Rv1092c,Rv3721c,Rv1110,Rv1023,Rv1309,Rv0721,Rv1295,Rv0062,Rv3608c,Rv3028c,Rv3051c
Rv1093,Rv2477c,Rv3221A,Rv3789,Rv3245c,Rv1828,Rv3215,Rv1600,Rv2210c,Rv0337c,Rv3003c
Rv1094,Rv2726c,Rv0534c,Rv3806c,Rv0555,Rv0951,Rv0001,Rv2361c,Rv0685,Rv1656,Rv1603
Rv1095,Rv0734,Rv1207,Rv0409,Rv1857,Rv3405c,Rv1102c,Rv2234,Rv2602,Rv2103c,Rv2010
Rv1096,Rv1602,Rv3420c,Rv2421c,Rv1345,Rv2746c,Rv1449c,Rv2614c,Rv0491,Rv1640c,Rv2221c
Rv1097c,Rv3487c,Rv3566c,Rv0458,Rv0468,Rv2431c,Rv0194,Rv2136c,Rv2462c,Rv1650,Rv1601
Rv1098c,Rv2903c,Rv0509,Rv3708c,Rv3597c,Rv0684,Rv1689,Rv1547,Rv0542c,Rv0667,Rv0640
Rv1099c,Rv2936,Rv2942,Rv2937,Rv2945c,Rv2587c,Rv2938,Rv3568c,Rv3495c,Rv0451c,Rv2498c
Rv1100,Rv1653,Rv3045,Rv2953,Rv2950c,Rv2780,Rv0237,Rv2332,Rv1931c,Rv0956,Rv0564c
Rv1101c,Rv3097c,Rv0073,Rv2673,Rv0869c,Rv2266,Rv1206,Rv1694,Rv2861c,Rv1410c,Rv0904c
Rv1102c,Rv3383c,Rv0409,Rv1108c,Rv2602,Rv0858c,Rv0734,Rv2002,Rv3364c,Rv0254c,Rv0050
Rv1103c,Rv1981c,Rv0512,Rv1242,Rv2196,Rv3886c,Rv1558,Rv2748c,Rv0956,Rv2332,Rv1372
Rv1104,Rv1161,Rv3701c,Rv1625c,Rv2245,Rv3111,Rv0573c,Rv1634,Rv0006,Rv3370c,Rv0286
Rv1105,Rv2950c,Rv2332,Rv0956,Rv3886c,Rv2953,Rv0934,Rv1653,Rv3509c,Rv1242,Rv2196
Rv1106c,Rv0352,Rv2752c,Rv0903c,Rv2115c,Rv3722c,Rv2258c,Rv0092,Rv1420,Rv1638,Rv2386c
Rv1107c,Rv2043c,Rv1541c,Rv2007c,Rv2757c,Rv0601c,Rv3444c,Rv3130c,Rv1755c,Rv1218c,Rv1848
